id,name,picture_url,xl_picture_url,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood_group_cleansed,city,state,zipcode,market,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms,reviews_per_month
37551244,"Clean, Hip, Modern Studio in Capitol Hill",https://a0.muscache.com/im/pictures/18fa343c-49b6-4989-8bd9-e97505895919.jpg?aki_policy=large,,26967583,Dario,2015-01-30,"Seattle, Washington, United States",within an hour,100%,Belltown,143,143,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.61431,-122.31284,Apartment,Entire home/apt,2,1,0,1,,105,,,500,50,1,15,1,28,t,5,5,2019-08-17,2019-08-28,80,8,9,10,8,10,8,t,55,3,4.05
37563389,Hall House  Olympic View Retreat,https://a0.muscache.com/im/pictures/f2126c68-201c-48c4-870d-611ab92e725d.jpg?aki_policy=large,,283750871,Todd,2019-08-07,US,N/A,N/A,Gatewood,0,0,"Seattle, WA, United States",West Seattle,Seattle,WA,98136,Seattle,United States,47.54051,-122.38698,Condominium,Entire home/apt,4,1,2,2,,100,,,,,1,0,2,1125,t,0,0,,,,,,,,,,t,1,0,
37563836,"Delightful 3BR Townhouse in Seattle, Garage + Deck",https://a0.muscache.com/im/pictures/fb5ceb60-c5c6-4b9b-8392-be56cbf95c2a.jpg?aki_policy=large,,48005494,Zeus,2015-11-02,"San Francisco, California, United States",within an hour,100%,Potrero Hill,1651,1651,"Seattle, WA, United States",Magnolia,Seattle,WA,98199,Seattle,United States,47.65064,-122.38663,Condominium,Entire home/apt,6,2.5,3,3,,158,,,500,395,1,0,30,1125,t,0,0,,,,,,,,,,f,207,0,
37566815,Modern Apt near Pike Place with Bay View New,https://a0.muscache.com/im/pictures/fc374d7c-b171-440f-8601-3948bf820bc3.jpg?aki_policy=large,,11845596,Stephanie,2014-02-01,"Seattle, Washington, United States",within an hour,99%,Belltown,18,18,"Woodinville, WA, United States",Downtown,Woodinville,WA,,Seattle,United States,47.60525,-122.34028,Apartment,Entire home/apt,2,1,0,1,,75,,,100,45,1,0,1,1125,t,2,2,2019-08-18,2019-08-20,,,,,,,,t,9,0,1.67
37571846,Penthouse Apartment Viewing the Water and Needle,https://a0.muscache.com/im/pictures/dc0fc308-e48f-4153-b50b-36e13255e143.jpg?aki_policy=large,,81863244,Fletcher,2016-07-05,"Annapolis, Maryland, United States",within an hour,100%,Pike Place Market,1,1,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61046,-122.34146,Apartment,Entire home/apt,4,1,2,3,,500,,,0,25,1,0,1,1125,t,2,2,2019-09-07,2019-09-11,100,10,7,9,10,10,9,t,1,0,2
37572275,Great Capitol Hill Location! - Art Deco Apartment,https://a0.muscache.com/im/pictures/c26ebe03-93d0-4e68-a209-4115d3cec2d7.jpg?aki_policy=large,,46342581,Caroline,2015-10-12,"Seattle, Washington, United States",within an hour,100%,Capitol Hill,1,1,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98112,Seattle,United States,47.62333,-122.31437,Apartment,Entire home/apt,3,1,1,1,,220,,,150,60,1,0,2,14,t,3,3,2019-08-15,2019-09-16,100,10,10,10,10,10,10,t,2,0,2.31
37573130,Closer to Freeway and Commute!,https://a0.muscache.com/im/pictures/1a0efb48-ce09-4701-b9a8-2ac3211967b4.jpg?aki_policy=large,,21850390,Srinivas,2014-09-27,"Kenmore, Washington, United States",within an hour,100%,Haller Lake,1,1,"Seattle, WA, United States",Northgate,Seattle,WA,98133,Seattle,United States,47.73323,-122.33231,House,Private room,1,1,1,1,,35,,,,,1,0,2,1125,t,0,0,,,,,,,,,,t,1,1,
37584001,Modern & Luxury Comfort Home,https://a0.muscache.com/im/pictures/c2c4d56a-a263-43a5-bf2c-a7c2a5313a70.jpg?aki_policy=large,,283886905,Mario,2019-08-08,US,within an hour,100%,The Junction,0,0,"Seattle, WA, United States",West Seattle,Seattle,WA,98126,Seattle,United States,47.56091,-122.37908,Apartment,Entire home/apt,2,1.5,1,1,,275,,,,,1,0,3,7,t,1,1,2019-08-11,2019-08-11,,,,,,,,t,1,0,0.7
37589026,"Spacious, private 1 Bedroom",https://a0.muscache.com/im/pictures/bef7a6db-73e5-4b90-947d-dfafd4e296a8.jpg?aki_policy=large,,283980553,Karan,2019-08-08,US,within a few hours,100%,Mathews Beach,0,0,"Seattle, WA, United States",Lake City,Seattle,WA,98125,Seattle,United States,47.70819,-122.28735,Guest suite,Entire home/apt,2,1,1,0,,95,,,0,125,2,25,2,1125,t,2,2,2019-09-03,2019-09-09,100,10,10,10,10,10,10,t,1,0,2
37592435,Large Apt near Pike Place with Balcony,https://a0.muscache.com/im/pictures/5e6f8365-34d5-4906-9c3a-1c04add1c994.jpg?aki_policy=large,,11845596,Stephanie,2014-02-01,"Seattle, Washington, United States",within an hour,99%,Belltown,18,18,"Woodinville, WA, United States",Downtown,Woodinville,WA,,Seattle,United States,47.60645,-122.34029,Apartment,Entire home/apt,2,1,1,1,,75,,,100,45,1,0,1,1125,t,1,1,2019-08-27,2019-08-27,100,10,10,10,10,10,10,t,9,0,1
37592784,Large Apt near Pike Place with Bay view + Balcony,https://a0.muscache.com/im/pictures/4585be36-945b-46c2-96a4-80024d748b1e.jpg?aki_policy=large,,11845596,Stephanie,2014-02-01,"Seattle, Washington, United States",within an hour,99%,Belltown,18,18,"Woodinville, WA, United States",Downtown,Woodinville,WA,,Seattle,United States,47.60646,-122.34021,Apartment,Entire home/apt,2,1,1,1,,75,,,100,45,2,20,1,1125,t,0,0,,,,,,,,,,t,9,0,
37594394,Beautiful 2BR Townhouse in Ballard + Garage,https://a0.muscache.com/im/pictures/7b384ca4-0cfa-443e-97c0-0a22410e702f.jpg?aki_policy=large,,48005494,Zeus,2015-11-02,"San Francisco, California, United States",within an hour,100%,Potrero Hill,1651,1651,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,,Seattle,United States,47.68047,-122.36533,Townhouse,Entire home/apt,4,1.5,2,2,,142,,,500,305,1,0,30,1125,t,0,0,,,,,,,,,,f,207,0,
37596977,Charming West Seattle Home with Lots to Do Nearby,https://a0.muscache.com/im/pictures/20c0fa38-8371-4127-8371-f6908662f331.jpg?aki_policy=large,,229095817,Loftium,2018-12-04,"Seattle, Washington, United States",within an hour,99%,Cory - Merrill,259,259,"Seattle, WA, United States",West Seattle,Seattle,WA,98126,Seattle,United States,47.54115,-122.37715,Guest suite,Entire home/apt,6,1,1,3,,135,,,0,0,1,0,1,7,t,9,9,2019-08-17,2019-09-18,98,10,10,10,10,10,10,f,91,3,7.3
37603450,Cozy 2-bedroom townhouse in a great location!,https://a0.muscache.com/im/pictures/c4c85d06-8c2f-4c1c-8c61-8f76f902aac1.jpg?aki_policy=large,,283450175,Jeff,2019-08-06,US,within an hour,100%,Atlantic,0,0,"Seattle, WA, United States",Central Area,Seattle,WA,98144,Seattle,United States,47.59871,-122.30843,Townhouse,Entire home/apt,5,1.5,2,2,,100,,,100,100,1,20,1,1125,t,1,1,2019-09-18,2019-09-18,100,10,10,10,10,10,10,f,1,0,1
37606665,2000 sq' Executive Suite Near Pike and Waterfront,https://a0.muscache.com/im/pictures/d88402ef-651b-40b9-81e4-c2140ec56b6f.jpg?aki_policy=large,,56784852,William & Jimi,2016-01-31,"Seattle, Washington, United States",within an hour,100%,Central Business District,2,2,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60806,-122.33608,Apartment,Entire home/apt,10,2.5,2,4,,650,,,0,120,1,0,2,1125,t,0,0,,,,,,,,,,t,4,1,
37627876,My Whole Pad Shared on First Hill,https://a0.muscache.com/im/pictures/78774e0f-f68c-466d-8039-5ab938675f8c.jpg?aki_policy=large,,121952161,Kara,2017-03-21,"Seattle, Washington, United States",within an hour,100%,First Hill,3,3,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60774,-122.32655,Apartment,Shared room,2,1,1,2,,99,,,0,30,2,20,2,1125,t,0,0,,,,,,,,,,f,3,1,
37627979,Cozy renovated private guest suite by Greenlake,https://a0.muscache.com/im/pictures/20169f8f-587e-40be-b5a6-92ce525bd69b.jpg?aki_policy=large,,229095817,Loftium,2018-12-04,"Seattle, Washington, United States",within an hour,99%,Cory - Merrill,259,259,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.68445,-122.34281,Guest suite,Entire home/apt,6,1,2,3,,157,,,0,0,1,0,1,7,t,3,3,2019-08-30,2019-09-08,100,10,10,10,10,10,10,f,91,3,3
37628240,Slumber Balcony on First Hill Close to EVERYTHING,https://a0.muscache.com/im/pictures/3bb2b00b-ef0b-4200-b14d-b1a305bfb443.jpg?aki_policy=large,,121952161,Kara,2017-03-21,"Seattle, Washington, United States",within an hour,100%,First Hill,3,3,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60637,-122.32834,Apartment,Private room,1,1,1,2,,45,,,0,20,1,20,2,30,t,5,5,2019-08-13,2019-09-09,100,9,10,9,10,10,9,f,3,1,3.66
37629139,Stylish Modern Farmhouse w/Yard ★ 10 mins from DT,https://a0.muscache.com/im/pictures/538c8775-8376-4ed7-bfea-662424efa26c.jpg?aki_policy=large,,28420265,Sherry,2015-02-26,"Seattle, Washington, United States",within an hour,100%,Minor,12,12,"Seattle, WA, United States",Central Area,Seattle,WA,98144,Seattle,United States,47.59442,-122.30455,House,Entire home/apt,12,2.5,4,5,,368,,,500,180,6,25,1,1125,t,8,8,2019-08-16,2019-09-16,100,10,10,10,10,9,10,t,10,0,6.32
37629203,Whole Pad on First Hill,https://a0.muscache.com/im/pictures/92eda2c7-ec1f-4160-9a1d-60ada4cd015d.jpg?aki_policy=large,,121952161,Kara,2017-03-21,"Seattle, Washington, United States",within an hour,100%,First Hill,3,3,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60638,-122.32754,Condominium,Entire home/apt,4,1,1,5,,99,,,0,30,4,20,14,31,t,1,1,2019-08-26,2019-08-26,100,10,10,10,10,10,10,t,3,1,1
37632801,New Listing in Desirable West Seattle Neighborhood,https://a0.muscache.com/im/pictures/260d1957-e803-4008-abaa-08093c40b7bd.jpg?aki_policy=large,,35560959,Amy,2015-06-11,"Seattle, Washington, United States",within an hour,100%,,3,3,"Seattle, WA, United States",Delridge,Seattle,WA,98106,Seattle,United States,47.56672,-122.36588,House,Entire home/apt,10,2,3,4,,200,,,800,130,6,10,2,1125,t,2,2,2019-09-03,2019-09-10,90,10,10,10,10,10,10,t,1,0,2
37637210,A-Greenlake Garden Unit,https://a0.muscache.com/im/pictures/9530cbc1-72d4-46c3-bf39-f764fefcb6b2.jpg?aki_policy=large,,39834464,Vera,2015-07-28,US,within an hour,100%,Capitol Hill,15,15,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.6876,-122.33515,House,Private room,2,1,1,1,,65,,,200,115,1,35,10,365,t,0,0,,,,,,,,,,t,15,9,
37637220,A-Seattle Urban Village- Guemes-Roof top view deck,https://a0.muscache.com/im/pictures/5eb9ee98-4626-4b0a-92e6-64bde3caff78.jpg?aki_policy=large,,39834464,Vera,2015-07-28,US,within an hour,100%,Capitol Hill,15,15,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98102,Seattle,United States,47.6425,-122.32268,Serviced apartment,Hotel room,2,1,1,1,,59,,,200,100,1,35,10,1125,t,0,0,,,,,,,,,,t,15,9,
37638861,1BDR W/WATERVIEW FROM BALCONY IN HEART OF SEATTLE,https://a0.muscache.com/im/pictures/ba1708ba-f692-4647-8514-76bc7525a97a.jpg?aki_policy=large,,275132558,Taron,2019-07-10,"Seattle, Washington, United States",within an hour,75%,Pike Place Market,1,1,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60821,-122.33915,Apartment,Entire home/apt,4,1,1,1,,165,,,0,60,1,0,1,1125,t,4,4,2019-08-23,2019-09-05,85,9,9,7,8,10,9,t,2,0,4
37640654,One Bedroom Apartment 3 blocks from UW Light Rail,https://a0.muscache.com/im/pictures/8c213e9f-a5e3-4df0-980c-0bc2c440ce22.jpg?aki_policy=large,,244212300,Debbie,2019-02-19,"Seattle, Washington, United States",within an hour,100%,Montlake,1,1,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98112,Seattle,United States,47.64414,-122.30398,Apartment,Entire home/apt,4,1,1,1,,135,,,,,1,0,1,1125,t,6,6,2019-09-09,2019-09-20,100,10,10,10,10,10,10,t,2,1,6
37644189,New Listing! Restored Beauty in Queen Anne,https://a0.muscache.com/im/pictures/c8fc2111-617e-499c-a853-c543351283d6.jpg?aki_policy=large,,140236800,TurnKey Vacation Rentals,2017-07-13,US,within an hour,100%,,64,64,"Seattle, WA, United States",Queen Anne,Seattle,WA,98109,Seattle,United States,47.64518,-122.35242,House,Entire home/apt,7,2,4,4,,221,,,0,299,7,0,2,1125,t,0,0,,,,,,,,,,t,49,0,
37657464,Private entry suite in Magnolia farmhouse,https://a0.muscache.com/im/pictures/2826104d-49ba-403f-bf9a-64cea837fe17.jpg?aki_policy=large,,80110815,Rebecca,2016-06-26,"Seattle, Washington, United States",within an hour,100%,Magnolia,0,0,"Seattle, WA, United States",Magnolia,Seattle,WA,98199,Seattle,United States,47.65122,-122.40231,Guest suite,Entire home/apt,2,1,0,1,,76,,,0,35,1,0,1,1125,t,0,0,,,,,,,,,,t,1,0,
37662470,Spacious private bedroom 15minutes to Downtown!,https://a0.muscache.com/im/pictures/98c36981-9a3e-406b-8422-c32d78a2825a.jpg?aki_policy=large,,73399880,Mary Tiana,2016-05-22,"Seattle, Washington, United States",within an hour,100%,Pinehurst,0,0,"Seattle, WA, United States",Northgate,Seattle,WA,98125,Seattle,United States,47.72005,-122.32112,House,Private room,2,1,1,1,,45,,,,20,1,17,2,1125,t,9,9,2019-08-16,2019-09-20,100,10,10,10,10,10,10,f,2,2,7.11
37665238,West Seattle Townhouse,https://a0.muscache.com/im/pictures/adeae07d-60d1-4549-9182-cb5864ed6b6e.jpg?aki_policy=large,,92838294,Mike,2016-08-31,"Milwaukee, Wisconsin, United States",a few days or more,0%,North Delridge,1,1,"Seattle, WA, United States",Delridge,Seattle,WA,98126,Seattle,United States,47.5657,-122.36649,Townhouse,Entire home/apt,4,2,2,2,,300,,,0,100,4,50,2,1125,t,0,0,,,,,,,,,,f,1,0,
37682501,"Cozy, Stylish Eastlake, 20ft Ceilings & Windows",https://a0.muscache.com/im/pictures/4b86f668-2a52-485b-9e1a-557123b93f5d.jpg?aki_policy=large,,23303351,Anthony,2014-11-03,"Seattle, Washington, United States",within an hour,86%,Eastlake,0,0,"Seattle, WA, United States",Cascade,Seattle,WA,98102,Seattle,United States,47.64034,-122.32593,Condominium,Entire home/apt,4,2,2,2,,195,,,,,1,0,3,120,t,3,3,2019-08-27,2019-09-14,100,10,9,10,10,10,10,t,1,0,3
37684105,Home with view of Sound and Olympic mountains,https://a0.muscache.com/im/pictures/7f24c7f7-8fe0-4e00-89db-5a8eae631ea4.jpg?aki_policy=large,,13042916,Leslie,2014-03-11,"Seattle, Washington, United States",N/A,N/A,,1,1,"Seattle, WA, United States",Magnolia,Seattle,WA,98199,Seattle,United States,47.64032,-122.39428,House,Entire home/apt,6,3,3,3,,186,,,,,4,25,60,90,t,0,0,,,,,,,,,,f,1,0,
37684490,Wallingford Craftsman Comfort-Purple Room,https://a0.muscache.com/im/pictures/0e968cef-ec4b-44f9-9b52-8aeb2f4d04b5.jpg?aki_policy=large,,123107758,Bradley,2017-03-28,"Seattle, Washington, United States",within an hour,100%,Wallingford,2,2,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98105,Seattle,United States,47.66094,-122.32496,House,Private room,2,1,1,1,,60,,,,20,1,0,1,1125,t,10,10,2019-08-18,2019-09-18,100,10,10,10,10,10,10,t,2,2,8.33
37685898,"Perfect Central Ballard, Lower Floor Suite - Near Beach & Minutes to City Center",https://a0.muscache.com/im/pictures/c163051d-72ac-4621-8491-c0f977b0bc4c.jpg?aki_policy=large,,276969991,Red Awning,2019-07-17,US,within an hour,100%,Ballard,4,4,"Seattle, WA, United States",Ballard,Seattle,WA,98117,Seattle,United States,47.68416,-122.37564,House,Entire home/apt,6,1,2,2,,250,,,,231,6,0,1,1125,t,2,2,2019-08-25,2019-08-31,90,10,10,9,9,9,9,t,4,0,2
37685899,"Perfect Central Ballard, Seattle Home - Near Beach & Minutes to City Center",https://a0.muscache.com/im/pictures/f1ebed75-6913-4e87-ad75-b2c2fc4ebb82.jpg?aki_policy=large,,276969991,Red Awning,2019-07-17,US,within an hour,100%,Ballard,4,4,"Seattle, WA, United States",Ballard,Seattle,WA,98117,Seattle,United States,47.68318,-122.37486,House,Entire home/apt,14,3,4,2,,947,,,,462,14,0,1,1125,t,0,0,,,,,,,,,,t,4,0,
37685929,"Perfect Central Ballard, Top Floor Suite - Near Beach & Minutes to City Center",https://a0.muscache.com/im/pictures/d95134e2-774b-4c3f-8140-9041bdbf9b19.jpg?aki_policy=large,,276969991,Red Awning,2019-07-17,US,within an hour,100%,Ballard,4,4,"Seattle, WA, United States",Ballard,Seattle,WA,98117,Seattle,United States,47.6841,-122.37352,House,Entire home/apt,9,2,2,2,,425,,,,347,8,0,1,1125,t,0,0,,,,,,,,,,t,4,0,
37686242,Cozy private bedroom 15 minutes to Downtown,https://a0.muscache.com/im/pictures/7638516c-9cc6-45df-bfe4-cfd6b8994fad.jpg?aki_policy=large,,73399880,Mary Tiana,2016-05-22,"Seattle, Washington, United States",within an hour,100%,Pinehurst,0,0,"Seattle, WA, United States",Northgate,Seattle,WA,98125,Seattle,United States,47.71961,-122.31859,House,Private room,2,1,1,1,,45,,,0,20,1,17,2,1125,t,4,4,2019-08-16,2019-09-20,100,10,10,10,10,10,10,f,2,2,3.16
37690318,Maple Leaf Hideaway,https://a0.muscache.com/im/pictures/d4739116-bc66-4404-ba15-44cdfa2c2e30.jpg?aki_policy=large,,284874942,Tim,2019-08-11,"Seattle, Washington, United States",within an hour,100%,Maple Leaf,0,0,"Seattle, WA, United States",Northgate,Seattle,WA,98115,Seattle,United States,47.69427,-122.3149,House,Entire home/apt,4,1,1,2,,90,,,0,50,4,20,1,1125,t,8,8,2019-08-27,2019-09-18,100,10,10,10,10,10,10,t,1,0,8
37709454,Urban one bedroom with easy access to DT Seattle,https://a0.muscache.com/im/pictures/a7bfaf8c-0711-4f6f-89fd-126898683115.jpg?aki_policy=large,,7709113,Ira,2013-07-25,"Seattle, Washington, United States",within a few hours,100%,Broadview,3,3,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98133,Seattle,United States,47.71964,-122.35601,House,Private room,2,1,1,1,,30,,,0,25,1,12,3,180,t,0,0,,,,,,,,,,f,2,2,
37716359,Contemporary ‘USA flared’ Apartment,https://a0.muscache.com/im/pictures/eff8c002-2dfc-4c3e-b70b-c480394c28a7.jpg?aki_policy=large,,5630551,Chloe,2013-03-26,"Seattle, Washington, United States",N/A,N/A,,2,2,"Seattle, WA, United States",Magnolia,Seattle,WA,98199,Seattle,United States,47.6501,-122.38462,Apartment,Entire home/apt,2,1,1,1,,125,,,,,1,0,2,8,t,0,0,,,,,,,,,,t,2,0,
37719258,Charming Historic Brownstone Studio,https://a0.muscache.com/im/pictures/c4d7f347-c5d1-4d55-8c7b-374249601aef.jpg?aki_policy=large,,39759092,Mari,2015-07-27,"Seattle, Washington, United States",within an hour,100%,Belltown,0,0,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61216,-122.3454,Apartment,Entire home/apt,2,1,0,1,,118,,,100,35,1,30,1,4,t,5,5,2019-08-17,2019-09-01,100,10,10,10,10,10,10,t,1,0,4.05
37724819,Urban Luxury in the Heart of Seattle,https://a0.muscache.com/im/pictures/d89f4bcd-8cd0-4925-989d-e1756891e99c.jpg?aki_policy=large,,109283396,Alex,2017-01-01,"Seattle, Washington, United States",within an hour,100%,Central Business District,8,8,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61172,-122.33566,Condominium,Entire home/apt,3,1,0,2,,140,,,0,135,1,0,2,14,t,7,7,2019-08-18,2019-09-18,100,10,10,10,10,10,10,t,5,0,5.83
37724905,Lovely Home close to Northgate and Green Lake!,https://a0.muscache.com/im/pictures/106bb961-88cc-4776-8dfd-ac4c6af84a9d.jpg?aki_policy=large,,229095817,Loftium,2018-12-04,"Seattle, Washington, United States",within an hour,99%,Cory - Merrill,259,259,"Seattle, WA, United States",Northgate,Seattle,WA,98103,Seattle,United States,47.69796,-122.33707,Guest suite,Entire home/apt,5,1,2,3,,110,,,0,0,1,0,2,7,t,1,1,2019-08-30,2019-08-30,40,4,6,6,6,6,6,t,91,3,1
37725073,Beautiful Guest Room: In the Heart of Ballard!,https://a0.muscache.com/im/pictures/01ca691e-3211-47ed-a260-6af4fc865d31.jpg?aki_policy=large,,229095817,Loftium,2018-12-04,"Seattle, Washington, United States",within an hour,99%,Cory - Merrill,259,259,"Seattle, WA, United States",Ballard,Seattle,WA,98107,Seattle,United States,47.67156,-122.39091,Guest suite,Entire home/apt,2,1,1,1,,100,,,0,0,1,0,1,7,t,2,2,2019-09-08,2019-09-15,80,8,10,10,10,10,6,f,91,3,2
37725168,Unique Guest Suite with Incredible Lake Views!,https://a0.muscache.com/im/pictures/4b7ff2b5-8002-4d76-8eea-768860ec7571.jpg?aki_policy=large,,229095817,Loftium,2018-12-04,"Seattle, Washington, United States",within an hour,99%,Cory - Merrill,259,259,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98133,Seattle,United States,47.72807,-122.35636,Guest suite,Entire home/apt,2,1,1,1,,86,,,0,0,1,0,1,7,t,2,2,2019-09-08,2019-09-12,100,10,10,10,10,7,10,f,91,3,2
37727999,Westlake Park Downtown Luxury Loft,https://a0.muscache.com/im/pictures/4375c914-4469-477b-93c8-5581d4abc246.jpg?aki_policy=large,,109283396,Alex,2017-01-01,"Seattle, Washington, United States",within an hour,100%,Central Business District,8,8,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61007,-122.33681,Condominium,Entire home/apt,3,1,1,2,,225,,,165,135,1,0,2,15,t,3,3,2019-08-25,2019-09-14,100,10,10,10,10,10,10,t,5,0,3
37745352,Private Cozy Cottage,https://a0.muscache.com/im/pictures/bc5aca3f-95e7-4b5f-bc01-f7f77b028555.jpg?aki_policy=large,,55046933,Jennifer,2016-01-17,"Seattle, Washington, United States",within an hour,100%,Wallingford,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.65457,-122.33835,House,Entire home/apt,3,1,1,1,,149,,,200,50,1,0,2,1125,t,4,4,2019-08-28,2019-09-13,100,10,10,10,10,10,10,f,1,0,4
37748579,Cozy private bedroom at the heart of Seattle,https://a0.muscache.com/im/pictures/2918a1e2-6958-4edb-85e6-58a8b0b6c75b.jpg?aki_policy=large,,3850986,Ryan,2012-10-12,"Seattle, Washington, United States",within an hour,100%,Minor,1,1,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.60352,-122.31424,Townhouse,Private room,2,1,1,1,,45,,,,,1,0,1,3,t,0,0,,,,,,,,,,f,1,1,
37751124,Cosey Capitol hill apartment,https://a0.muscache.com/im/pictures/3537b15a-a408-4d83-96b0-faa911c3caa6.jpg?aki_policy=large,,170704741,Tom,2018-01-30,"Seattle, Washington, United States",within an hour,100%,Capitol Hill,1,1,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98102,Seattle,United States,47.62462,-122.31731,Apartment,Entire home/apt,2,1,1,1,,105,,,,25,1,40,4,20,t,3,3,2019-08-14,2019-08-25,80,10,8,10,10,10,10,t,1,0,2.25
37754750,Historic Seattle 'beach house' 1/2 block from lake,https://a0.muscache.com/im/pictures/c3a8cb38-536e-4d41-842c-ec53cb26ca98.jpg?aki_policy=large,,9816866,Heather,2013-11-04,"Seattle, Washington, United States",within an hour,100%,,6,6,"Seattle, WA, United States",Central Area,Seattle,WA,98144,Seattle,United States,47.59483,-122.29615,House,Entire home/apt,5,2,2,2,,350,,,0,99,1,0,1,1125,t,1,1,2019-09-06,2019-09-06,100,10,10,10,10,10,10,f,2,1,1
37755274,"Cozy Madison Valley Home (2Bed, 1Bath)",https://a0.muscache.com/im/pictures/5c5c64f7-6ab8-42b3-b1f0-9f71be2fcca7.jpg?aki_policy=large,,2606241,Andrew,2012-06-11,"Seattle, Washington, United States",within a few hours,100%,Harrison/Denny-Blaine,0,0,"Seattle, WA, United States",Central Area,Seattle,WA,98112,Seattle,United States,47.62213,-122.29471,House,Entire home/apt,4,1,2,2,,300,,,0,150,1,0,2,21,t,1,1,2019-09-03,2019-09-03,100,10,10,10,10,10,8,t,1,0,1
37757201,Luxestay At The Mill - Palace View Penthouse,https://a0.muscache.com/im/pictures/5d751199-625c-42f5-b307-0db0dbdbce33.jpg?aki_policy=large,,285520735,Royce,2019-08-13,"Seattle, Washington, United States",within an hour,85%,Belltown,0,0,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61233,-122.3451,Apartment,Entire home/apt,5,2,2,2,,250,,,300,70,1,0,1,1125,t,3,3,2019-08-17,2019-09-01,87,8,9,10,7,10,9,t,3,0,2.43
37757241,"Comfy whimsical in-city space, dogs welcome",https://a0.muscache.com/im/pictures/3e4b38ed-74ef-4bf5-b089-ccfa65b5a228.jpg?aki_policy=large,,85661587,Wendy,2016-07-24,US,within an hour,100%,Madrona,3,3,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.61576,-122.29066,Apartment,Entire home/apt,6,1,1,2,,148,,,0,75,3,20,2,1125,t,2,2,2019-08-25,2019-09-02,100,10,10,10,10,10,10,t,3,0,2
37772100,"Modern 1BR in South Lake Union, Gym + Roof Garden",https://a0.muscache.com/im/pictures/89483a58-8183-40fd-a3c8-38a26856d080.jpg?aki_policy=large,,48005494,Zeus,2015-11-02,"San Francisco, California, United States",within an hour,100%,Potrero Hill,1651,1651,"Seattle, WA, United States",Cascade,Seattle,WA,98109,Seattle,United States,47.62328,-122.33686,Apartment,Entire home/apt,2,1,1,1,,133,,,500,240,1,0,30,1125,t,0,0,,,,,,,,,,f,207,0,
37772364,"Modern 2BR in South Lake Union, Gym + Roof Garden",https://a0.muscache.com/im/pictures/917df2f1-af45-4ba7-a093-94aa268e9f30.jpg?aki_policy=large,,48005494,Zeus,2015-11-02,"San Francisco, California, United States",within an hour,100%,Potrero Hill,1651,1651,"Seattle, WA, United States",Cascade,Seattle,WA,98109,Seattle,United States,47.62298,-122.33622,Apartment,Entire home/apt,4,2,2,2,,160,,,500,330,1,0,30,1125,t,0,0,,,,,,,,,,f,207,0,
37773834,"Lovely 1BR in South Lake Union, Gym + Roof Garden",https://a0.muscache.com/im/pictures/58c07852-ec4d-4fbe-a149-e784b7d122cd.jpg?aki_policy=large,,48005494,Zeus,2015-11-02,"San Francisco, California, United States",within an hour,100%,Potrero Hill,1651,1651,"Seattle, WA, United States",Cascade,Seattle,WA,98109,Seattle,United States,47.62426,-122.33543,Apartment,Entire home/apt,2,1,1,1,,135,,,500,240,1,0,30,1125,t,0,0,,,,,,,,,,f,207,0,
