id,name,picture_url,host_id,host_name,host_since,host_response_time,host_response_rate,host_listings_count,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price 
35902317,Pikes place Market Flat,https://a0.muscache.com/im/pictures/51c1253a-4e9c-4703-8cbf-4ca76cc4086b.jpg?aki_policy=large,239666527,David,2019-01-28,within an hour,100%,1.0,Downtown,Seattle,WA,98101,47.611000000000004,-122.34106000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,200,unknown,unknown,0.0,50.0,2,2,7,97.0,10.0,10.0,10.0,10.0,1,4.07,unknown
35910867,Quiet 3 Bedroom Space w/ Accessible Transportation,https://a0.muscache.com/im/pictures/a5dbddb6-7029-4b07-abd7-a0269fc06482.jpg?aki_policy=large,270104363,Sky,2019-06-20,within an hour,100%,0.0,Beacon Hill,Seattle,WA,98108,47.54784,-122.29855,Guest suite,Entire home/apt,6,2.0,3.0,3.0,unknown,210,unknown,unknown,500.0,80.0,1,1,30,100.0,10.0,10.0,10.0,10.0,1,2.05,unknown
35915436,Entire Green Lake Cottage & private parking,https://a0.muscache.com/im/pictures/ea222723-5313-4dcb-a1b7-c1b10fb533ec.jpg?aki_policy=large,270147913,Cj,2019-06-20,within an hour,100%,0.0,Other neighborhoods,Seattle,WA,98103,47.66977,-122.337,Cottage,Entire home/apt,6,2.0,2.0,3.0,unknown,190,unknown,unknown,0.0,70.0,4,2,1125,100.0,10.0,10.0,10.0,10.0,1,5.36,unknown
35937249,Charming North Beacon Hill Suite,https://a0.muscache.com/im/pictures/eb4ec192-1d6c-4a3c-beb8-894ed26f63e6.jpg?aki_policy=large,229095817,Loftium,2018-12-04,within an hour,99%,259.0,Beacon Hill,Seattle,WA,98144,47.58822,-122.31792,Guest suite,Entire home/apt,2,1.0,1.0,2.0,unknown,115,unknown,unknown,0.0,45.0,1,1,7,98.0,10.0,10.0,9.0,9.0,91,11.15,unknown
35942460,"#Boeingbunker:  15 min to DT, Airport + Parking",https://a0.muscache.com/im/pictures/16a09c32-15d0-44a3-ab84-6b967fba0ed4.jpg?aki_policy=large,40306585,Dave And Martha,2015-08-02,within an hour,100%,1.0,Delridge,Seattle,WA,98106,47.531040000000004,-122.34855,Guest suite,Entire home/apt,4,1.0,1.0,1.0,unknown,78,unknown,unknown,0.0,50.0,2,1,14,100.0,10.0,10.0,10.0,10.0,1,6.87,unknown
35945198,1 Bedroom Harbor View Hideaway Oasis,https://a0.muscache.com/im/pictures/52f3b60b-35f7-4545-ad7c-0f5c64178837.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98101,47.6096,-122.33953000000001,Condominium,Entire home/apt,2,1.0,1.0,1.0,unknown,350,unknown,unknown,1500.0,105.0,2,7,180,100.0,10.0,10.0,10.0,9.0,53,1.2,unknown
35948010,#B single bedroom with backyard access,https://a0.muscache.com/im/pictures/9f863752-140a-4c52-8da4-09d7dde56963.jpg?aki_policy=large,158764973,Shiwen,2017-11-14,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98103,47.65569,-122.32824,House,Private room,2,1.0,1.0,1.0,unknown,70,unknown,unknown,0.0,30.0,1,1,1125,97.0,10.0,10.0,10.0,10.0,4,4.87,unknown
35948100,Modern townhouse with gorgeous sunset views,https://a0.muscache.com/im/pictures/ecc76a49-b686-4a1a-8e10-222f665d4f96.jpg?aki_policy=large,5444701,Jeana,2013-03-13,within an hour,100%,1.0,West Seattle,Seattle,WA,98116,47.59111,-122.38618999999998,Townhouse,Entire home/apt,6,2.5,3.0,3.0,unknown,312,unknown,unknown,750.0,150.0,1,4,30,100.0,10.0,10.0,10.0,10.0,1,4.29,unknown
35970663,Downtown Studio with View of the Space Needle #04,https://a0.muscache.com/im/pictures/d01be41b-8860-490c-9539-35fd361d6013.jpg?aki_policy=large,26967583,Dario,2015-01-30,within an hour,100%,143.0,Downtown,Seattle,WA,98121,47.61618,-122.35068999999999,Apartment,Entire home/apt,5,1.0,1.0,3.0,unknown,113,unknown,unknown,500.0,50.0,1,1,28,82.0,8.0,10.0,10.0,9.0,55,3.53,unknown
35994073,Perfect Bright Cozy Studio in Belltown/Downtown!!,https://a0.muscache.com/im/pictures/c0a5cf1b-f5e3-4353-a22f-a739e74263ca.jpg?aki_policy=large,16108166,Jessie,2014-05-28,within an hour,100%,1.0,Downtown,Seattle,WA,98121,47.61502,-122.34405,Apartment,Entire home/apt,2,1.0,0.0,0.0,unknown,159,unknown,unknown,0.0,55.0,1,2,1125,98.0,10.0,10.0,10.0,10.0,1,4.62,unknown
36033478,Seattle Vacation Home: Impeccably finished 2 bedroom/2 bathrooms with parking,https://a0.muscache.com/im/pictures/4830dbb5-ac41-46ac-9964-78e60f8b9a34.jpg?aki_policy=large,54812088,Lynne,2016-01-16,within an hour,100%,39.0,Capitol Hill,Seattle,WA,98112,47.621629999999996,-122.30078,Townhouse,Entire home/apt,9,2.0,2.0,5.0,unknown,175,unknown,unknown,500.0,90.0,4,1,365,100.0,10.0,10.0,10.0,10.0,38,4.17,unknown
36035418,Northwest Cottage,https://a0.muscache.com/im/pictures/3921182f-62dd-464b-8ac8-647cc298359e.jpg?aki_policy=large,271101203,Alisha,2019-06-24,within an hour,100%,0.0,Northgate,Seattle,WA,98133,47.71785,-122.33285,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,unknown,90,unknown,unknown,500.0,50.0,1,2,45,100.0,10.0,10.0,10.0,10.0,1,1.0,unknown
36036512,Executive Stay studio suite 204 in The Argyle,https://a0.muscache.com/im/pictures/0808583d-2def-4131-a27e-13cb4d23a0ed.jpg?aki_policy=large,144183868,Kurt,2017-08-03,within an hour,100%,9.0,Downtown,Seattle,WA,98104,47.6037,-122.32978999999999,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,149,unknown,unknown,0.0,35.0,1,2,1125,100.0,10.0,10.0,10.0,8.0,9,1.0,unknown
36036543,Bright Home in Heart of Downtown —Pike Place,https://a0.muscache.com/im/pictures/bb36a48a-6b2e-409c-83c4-70e3c91cb9cc.jpg?aki_policy=large,132031201,Nick,2017-05-26,within an hour,100%,1.0,Downtown,Seattle,WA,98101,47.60988,-122.34111000000001,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,180,unknown,unknown,500.0,60.0,2,3,1125,96.0,10.0,10.0,10.0,9.0,1,4.29,unknown
36036785,"Suite 104 in The Argyle Building, Pioneer Square",https://a0.muscache.com/im/pictures/f1d02a65-ae78-4a70-b2ad-ff5fe01af9cf.jpg?aki_policy=large,144183868,Kurt,2017-08-03,within an hour,100%,9.0,Downtown,Seattle,WA,98104,47.60152,-122.33016,Apartment,Entire home/apt,2,1.0,0.0,0.0,unknown,99,unknown,unknown,0.0,35.0,1,2,1125,100.0,10.0,10.0,10.0,10.0,9,2.0,unknown
36037114,"Modern, Private Studio - 3 Blocks to Light Rail",https://a0.muscache.com/im/pictures/ef68a13c-a323-44c7-93eb-9e3afa92e725.jpg?aki_policy=large,78747231,Ian,2016-06-20,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98118,47.53935,-122.2782,Guest suite,Entire home/apt,4,1.0,0.0,2.0,unknown,75,unknown,unknown,0.0,25.0,2,1,1125,98.0,10.0,10.0,10.0,10.0,2,10.24,unknown
36039342,Downtown Studio Close to Space Needle #6,https://a0.muscache.com/im/pictures/bec87438-38f5-413d-b085-88526806c0d4.jpg?aki_policy=large,26967583,Dario,2015-01-30,within an hour,100%,143.0,Queen Anne,Seattle,WA,98109,47.61999,-122.35467,Apartment,Entire home/apt,3,1.0,0.0,1.0,unknown,101,unknown,unknown,500.0,50.0,1,1,28,96.0,10.0,10.0,10.0,10.0,55,4.22,unknown
36073206,"Honey Bee Suite, 2nd floor, over street",https://a0.muscache.com/im/pictures/4c1ebde9-5088-4728-a083-f4caca345317.jpg?aki_policy=large,144476152,Jason & Krista,2017-08-05,within an hour,100%,7.0,Downtown,Seattle,WA,98121,47.61314,-122.3392,Apartment,Entire home/apt,2,1.0,0.0,0.0,unknown,148,unknown,unknown,0.0,60.0,2,3,1125,92.0,10.0,9.0,10.0,10.0,7,1.97,unknown
36073318,Private Urban Suite with Vaulted Ceilings,https://a0.muscache.com/im/pictures/14bae61f-6845-466d-97a7-0bc3c55ac273.jpg?aki_policy=large,5644416,Courtney,2013-03-27,within an hour,100%,2.0,Queen Anne,Seattle,WA,98119,47.63473,-122.37173999999999,Guest suite,Entire home/apt,4,1.0,1.0,2.0,unknown,129,unknown,unknown,0.0,75.0,2,2,30,95.0,10.0,10.0,10.0,9.0,2,4.85,unknown
36075594,"2bed/2bath cozy gem, 5-10 minutes to downtown!",https://a0.muscache.com/im/pictures/379aea8f-0055-4baa-8be8-e7ed3ac092e5.jpg?aki_policy=large,49754857,Jackson,2015-11-23,within an hour,100%,6.0,Delridge,Seattle,WA,98106,47.56733,-122.36061000000001,Townhouse,Entire home/apt,4,2.0,2.0,2.0,unknown,150,unknown,unknown,300.0,135.0,1,27,1125,100.0,10.0,10.0,10.0,10.0,6,1.0,unknown
36077263,West Seattle Oasis by Alki Beach and Alaska Junct.,https://a0.muscache.com/im/pictures/b67ad4ee-f20f-495f-881b-b3fae87b5e3b.jpg?aki_policy=large,18884481,George,2014-07-25,within an hour,100%,1.0,West Seattle,Seattle,WA,98116,47.57403,-122.38591000000001,Guest suite,Entire home/apt,4,1.0,1.0,2.0,unknown,109,unknown,unknown,0.0,65.0,1,1,1125,97.0,10.0,10.0,10.0,10.0,1,8.73,unknown
36107139,"Brand new apt, perfect location",https://a0.muscache.com/im/pictures/a854f902-b7eb-4fb8-89e5-b09f2043ed00.jpg?aki_policy=large,271110898,Binh,2019-06-24,within an hour,100%,1.0,Central Area,Seattle,WA,98144,47.58501,-122.30288,Guest suite,Entire home/apt,4,1.5,2.0,2.0,unknown,115,unknown,unknown,0.0,50.0,4,1,1125,98.0,10.0,10.0,9.0,9.0,1,9.85,unknown
36111602,Private room 15 mins drive to downtown,https://a0.muscache.com/im/pictures/2e69aae5-aea8-43d8-a63a-97a6a4c118cc.jpg?aki_policy=large,24861316,Tu,2014-12-15,within an hour,100%,3.0,Rainier Valley,Seattle,WA,98118,47.5302,-122.26945,House,Private room,2,1.0,1.0,1.0,unknown,46,unknown,unknown,100.0,15.0,1,2,1125,72.0,8.0,6.0,8.0,7.0,2,2.14,unknown
36114524,Beautiful Mt Baker Bungalow,https://a0.muscache.com/im/pictures/6c2ffeb5-54ba-4dd8-a4bb-6cb0e646bc00.jpg?aki_policy=large,22990999,Rebecca,2014-10-26,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98144,47.58105,-122.29393,Guest suite,Entire home/apt,4,1.0,1.0,4.0,unknown,140,unknown,unknown,0.0,25.0,2,2,1125,100.0,10.0,10.0,10.0,10.0,1,1.0,unknown
36119692,The Heart Of Capitol Hill,https://a0.muscache.com/im/pictures/bef96308-cd66-4359-a633-db82968bcdfa.jpg?aki_policy=large,271704137,Ira,2019-06-27,within an hour,90%,0.0,Downtown,Seattle,WA,98122,47.61261,-122.32418999999999,Apartment,Entire home/apt,3,1.0,0.0,1.0,unknown,122,unknown,unknown,150.0,60.0,2,1,1125,94.0,10.0,10.0,10.0,10.0,1,6.0,unknown
36121880,Luxury Green Lake House,https://a0.muscache.com/im/pictures/0ac5ef24-f105-4bfc-82ed-cb759054e433.jpg?aki_policy=large,271520305,Jackey,2019-06-26,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.68186,-122.34642,House,Entire home/apt,12,4.0,5.0,6.0,unknown,263,unknown,unknown,0.0,225.0,1,3,1125,93.0,10.0,9.0,10.0,10.0,1,3.55,unknown
36127160,New Listing! Updated Victorian w/ Lake Union Views,https://a0.muscache.com/im/pictures/056ed083-0295-48da-a7f0-11e011ca63bc.jpg?aki_policy=large,140236800,TurnKey Vacation Rentals,2017-07-13,within an hour,100%,64.0,Cascade,Seattle,WA,98102,47.64694,-122.32325,House,Entire home/apt,12,3.0,3.0,5.0,unknown,220,unknown,unknown,0.0,274.0,12,2,1125,80.0,8.0,10.0,10.0,10.0,49,1.3,unknown
36135642,Quiet Oasis on QA close to Ballard/Fremont/SLU,https://a0.muscache.com/im/pictures/d00da5c2-1755-4693-9d8d-037b2db9242a.jpg?aki_policy=large,4856099,Melissa,2013-01-26,within an hour,100%,1.0,Queen Anne,Seattle,WA,98119,47.64352,-122.36921000000001,Guest suite,Entire home/apt,2,1.0,1.0,2.0,unknown,135,unknown,unknown,300.0,55.0,2,1,28,100.0,10.0,10.0,10.0,10.0,1,5.62,unknown
36153781,"Urban Oasis by the Green Lake, 2b1b, entire place",https://a0.muscache.com/im/pictures/99f46d83-b549-45a5-8f7f-d2a10ad15cee.jpg?aki_policy=large,271652545,Li,2019-06-26,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.68269,-122.33984,Guest suite,Entire home/apt,5,1.0,2.0,4.0,unknown,139,unknown,unknown,0.0,93.0,4,1,62,100.0,10.0,9.0,10.0,9.0,1,2.0,unknown
36177610,Beautifully designed studio with shared hot tub and swimming pool!,https://a0.muscache.com/im/pictures/866e32d2-6070-41b8-828c-0064c942242d.jpg?aki_policy=large,138924514,Vacasa Washington,2017-07-06,within an hour,99%,70.0,Downtown,Seattle,WA,98121,47.61376,-122.34921999999999,Apartment,Entire home/apt,4,1.0,0.0,2.0,unknown,180,unknown,unknown,0.0,112.0,1,1,28,100.0,10.0,10.0,10.0,10.0,41,3.0,unknown
36179204,Luxury 2 BR/2 bath in HEART of SEA w/parking,https://a0.muscache.com/im/pictures/a78ea3f6-0563-43fb-b79c-06ec0ff1e4b1.jpg?aki_policy=large,35978987,Lena,2015-06-16,within an hour,100%,1.0,Downtown,Seattle,WA,98121,47.6164,-122.33786,Condominium,Entire home/apt,6,2.0,2.0,2.0,unknown,250,unknown,unknown,300.0,120.0,4,2,59,94.0,9.0,10.0,10.0,9.0,1,7.71,unknown
36204927,Columbia City Townhome,https://a0.muscache.com/im/pictures/f1d2c671-68e3-41a5-aa50-1b44867bfce2.jpg?aki_policy=large,87861511,Jen And Elliot,2016-08-04,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98118,47.55774,-122.28756000000001,Townhouse,Entire home/apt,4,2.0,2.0,2.0,unknown,125,unknown,unknown,0.0,100.0,4,3,1125,98.0,10.0,10.0,10.0,9.0,1,3.9,unknown
36205858,"Designer Gem in West Seattle, Walk to Restaurants",https://a0.muscache.com/im/pictures/8fe1f2a8-932f-497f-89e8-81939d008d43.jpg?aki_policy=large,9944329,Pamela,2013-11-11,within an hour,100%,1.0,West Seattle,Seattle,WA,98136,47.5566,-122.39506000000002,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,unknown,95,unknown,unknown,0.0,50.0,1,1,21,100.0,10.0,10.0,10.0,10.0,1,3.16,unknown
36210433,Private Bed & Bath near Light-Rail (self check-in),https://a0.muscache.com/im/pictures/96c0698e-5247-4a49-a85c-b85995189e2c.jpg?aki_policy=large,3867738,Willie,2012-10-14,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98118,47.534620000000004,-122.2782,Townhouse,Private room,2,1.0,1.0,1.0,unknown,42,unknown,unknown,100.0,34.0,1,2,7,98.0,10.0,10.0,10.0,10.0,1,7.11,unknown
36212430,Seattle City Getaway - Walk to Bars/Food/Bus/Shops,https://a0.muscache.com/im/pictures/c67a5f0f-42b8-4206-b6a3-95ba9cbded32.jpg?aki_policy=large,44975633,Terry & Julian,2015-09-24,within an hour,100%,4.0,Delridge,Seattle,WA,98106,47.52006,-122.3603,House,Entire home/apt,8,1.0,2.0,5.0,unknown,145,unknown,unknown,500.0,76.0,4,1,35,100.0,10.0,10.0,10.0,10.0,3,5.0,unknown
36212774,Sweet West Seattle Guesthouse Walk to all you need,https://a0.muscache.com/im/pictures/40736b56-e6f0-4843-934b-30c962a5f998.jpg?aki_policy=large,44975633,Terry & Julian,2015-09-24,within an hour,100%,4.0,Delridge,Seattle,WA,98106,47.52,-122.36201000000001,Guesthouse,Entire home/apt,3,1.0,1.0,2.0,unknown,75,unknown,unknown,250.0,37.0,2,1,30,98.0,10.0,10.0,10.0,10.0,3,8.37,unknown
36213658,New Listing - Waterfront Home with Shared Dock,https://a0.muscache.com/im/pictures/d0a98d08-17e8-44bf-9e81-c636ac5b3785.jpg?aki_policy=large,105624430,Daniel,2016-11-29,within a few hours,100%,1.0,Capitol Hill,Seattle,WA,98102,47.64825,-122.31772,House,Entire home/apt,6,2.5,3.0,3.0,unknown,850,unknown,unknown,500.0,300.0,1,5,60,100.0,10.0,10.0,10.0,10.0,1,1.36,unknown
36226741,Charming urban retreat central to everything,https://a0.muscache.com/im/pictures/f33770f7-5bb4-4f21-93ac-6727230391b2.jpg?aki_policy=large,17433795,Lisa,2014-06-30,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.65968,-122.33162,House,Entire home/apt,8,2.0,4.0,5.0,unknown,500,unknown,unknown,250.0,100.0,1,3,1125,100.0,10.0,10.0,10.0,9.0,1,1.3,unknown
36231389,Wallingford Craftsman Comfort,https://a0.muscache.com/im/pictures/e602eda7-6629-4633-b2fa-d09f9535eaff.jpg?aki_policy=large,123107758,Bradley,2017-03-28,within an hour,100%,2.0,Other neighborhoods,Seattle,WA,98105,47.66028,-122.32489,House,Private room,2,1.0,1.0,1.0,unknown,63,unknown,unknown,0.0,30.0,1,1,1125,100.0,10.0,10.0,10.0,10.0,2,4.05,unknown
36233658,Open and Bright 2 br Apartment w/ an Amazing View,https://a0.muscache.com/im/pictures/41169491-7bf5-4238-91ce-50cf0d412a72.jpg?aki_policy=large,26967583,Dario,2015-01-30,within an hour,100%,143.0,Queen Anne,Seattle,WA,98119,47.62208,-122.36188,Apartment,Entire home/apt,7,1.5,2.0,3.0,unknown,135,unknown,unknown,500.0,75.0,3,1,28,75.0,9.0,8.0,9.0,7.0,55,5.79,unknown
36237525,Centrally located townhome on a quiet street,https://a0.muscache.com/im/pictures/828b7744-99a0-4add-9082-27bd5798a0de.jpg?aki_policy=large,272556227,Andrew & Lindsey,2019-06-30,within an hour,100%,1.0,Queen Anne,Seattle,WA,98109,47.63933,-122.3421,Townhouse,Entire home/apt,6,1.5,3.0,4.0,unknown,220,unknown,unknown,500.0,100.0,2,3,1125,100.0,10.0,10.0,10.0,10.0,1,3.91,unknown
36238907,Solo Studio Apartment Unit in Cozy Highland Park,https://a0.muscache.com/im/pictures/bdbf7b51-ecc9-4b46-8a14-bd8b61a03803.jpg?aki_policy=large,229095817,Loftium,2018-12-04,within an hour,99%,259.0,Delridge,Seattle,WA,98106,47.5331,-122.34733,Guest suite,Entire home/apt,4,1.0,1.0,2.0,unknown,100,unknown,unknown,0.0,0.0,1,1,7,90.0,9.0,9.0,10.0,9.0,91,6.32,unknown
36245973,Great Location,https://a0.muscache.com/im/pictures/fda8b229-0cde-4c49-ae58-71c3ebfaad60.jpg?aki_policy=large,272628921,Terrence,2019-07-01,within a few hours,100%,1.0,Capitol Hill,Seattle,WA,98122,47.6149,-122.32173,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,149,unknown,unknown,0.0,50.0,1,1,60,95.0,10.0,10.0,10.0,10.0,1,3.38,unknown
36267868,Cozy Suite Between Airport and Downtown,https://a0.muscache.com/im/pictures/8a7bb362-3940-486a-b9ad-ee67dc86e58b.jpg?aki_policy=large,229095817,Loftium,2018-12-04,within an hour,99%,259.0,Delridge,Seattle,WA,98106,47.52065,-122.35626,Guest suite,Entire home/apt,2,1.0,1.0,1.0,unknown,90,unknown,unknown,0.0,45.0,1,1,7,96.0,10.0,10.0,9.0,9.0,91,6.15,unknown
36269171,Cozy Capitol Hill Suite - Close to Everything!,https://a0.muscache.com/im/pictures/fdc122a0-65ac-4a8c-b6e6-d0d3806b681e.jpg?aki_policy=large,229095817,Loftium,2018-12-04,within an hour,99%,259.0,Central Area,Seattle,WA,98122,47.61408,-122.3102,Guest suite,Entire home/apt,2,1.0,1.0,1.0,unknown,115,unknown,unknown,0.0,40.0,1,1,7,92.0,9.0,10.0,10.0,9.0,91,8.22,unknown
36275560,ROOM #C Single bedroom in Wallingford,https://a0.muscache.com/im/pictures/3fe37045-d60b-4f35-9ac6-0f7a7eb3a677.jpg?aki_policy=large,158764973,Shiwen,2017-11-14,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98103,47.654379999999996,-122.32793999999998,House,Private room,2,1.5,1.0,1.0,unknown,60,unknown,unknown,0.0,30.0,1,1,1125,91.0,10.0,9.0,10.0,9.0,4,5.85,unknown
36277783,"Perfect condo with shared hot tub and pool, walking score of 99!",https://a0.muscache.com/im/pictures/bec19106-3109-4ac3-b17f-fb68fc09d29c.jpg?aki_policy=large,112448661,Vacasa Seattle,2017-01-20,within an hour,94%,18.0,Downtown,Seattle,WA,98101,47.60763,-122.33998000000001,Apartment,Entire home/apt,4,1.0,1.0,2.0,unknown,192,unknown,unknown,0.0,117.0,1,7,28,80.0,10.0,10.0,10.0,10.0,16,1.0,unknown
36279298,1 Bedroom Hillside View Oasis,https://a0.muscache.com/im/pictures/66b6c632-edf3-47f6-b0a1-a7b32e2cb586.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98101,47.609320000000004,-122.3359,Condominium,Entire home/apt,4,1.0,1.0,2.0,unknown,175,unknown,unknown,1500.0,100.0,1,3,30,100.0,10.0,10.0,10.0,10.0,53,1.15,unknown
36280575,Enjoy Your vacation in the heart of Queen Anne,https://a0.muscache.com/im/pictures/b43fff39-0b16-410e-a3bd-6ef69f28f31c.jpg?aki_policy=large,197138091,Amanda,2018-06-21,within a day,80%,1.0,Queen Anne,Seattle,WA,98119,47.62871,-122.36448999999999,House,Entire home/apt,6,1.0,2.0,3.0,unknown,499,unknown,unknown,0.0,150.0,1,1,1125,100.0,10.0,8.0,10.0,10.0,1,0.42,unknown
36299054,Spacious and Tranquil Suite in West Seattle,https://a0.muscache.com/im/pictures/39042929-9675-47fc-80f4-5286efcb00a9.jpg?aki_policy=large,157521745,Matt,2017-11-05,within an hour,100%,1.0,Delridge,Seattle,WA,98106,47.54238,-122.35338999999999,Guest suite,Entire home/apt,8,1.5,3.0,4.0,unknown,189,unknown,unknown,0.0,75.0,8,1,1125,97.0,10.0,10.0,10.0,10.0,1,10.87,unknown
36312909,1 Bedroom City View Loft Oasis,https://a0.muscache.com/im/pictures/c1f1886d-cdcf-4dec-9a54-f6cc8c933f35.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61565,-122.34728999999999,Condominium,Entire home/apt,4,1.5,1.0,2.0,unknown,175,unknown,unknown,1500.0,115.0,1,2,1125,100.0,10.0,10.0,10.0,10.0,53,1.22,unknown
36315824,Seattle Vacation Home: New Queen Anne - Great Location | Spacious Master Suite!,https://a0.muscache.com/im/pictures/1ea428a7-ca0c-42e8-a55c-fee0cc9069b2.jpg?aki_policy=large,54812088,Lynne,2016-01-16,within an hour,100%,39.0,Queen Anne,Seattle,WA,98119,47.63528,-122.37006000000001,House,Entire home/apt,11,2.0,4.0,6.0,unknown,450,unknown,unknown,1000.0,150.0,8,1,365,60.0,6.0,7.0,9.0,6.0,38,1.88,unknown
36316297,Fresh and Modern Studio Oasis,https://a0.muscache.com/im/pictures/44ccb8e1-f40a-4d4c-8aea-f42fee92ae36.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61558,-122.34877,Condominium,Entire home/apt,4,1.0,1.0,2.0,unknown,175,unknown,unknown,1500.0,105.0,1,2,180,100.0,10.0,10.0,10.0,10.0,53,2.03,unknown
36316902,Spacious Capitol Hill Home Base,https://a0.muscache.com/im/pictures/dd1e96ef-4d57-4b3d-aa37-701bb6077770.jpg?aki_policy=large,47332984,Keith,2015-10-24,within an hour,100%,3.0,Capitol Hill,Seattle,WA,98122,47.61801,-122.31845,Apartment,Entire home/apt,4,1.0,2.0,2.0,unknown,170,unknown,unknown,0.0,70.0,2,1,1125,100.0,10.0,9.0,10.0,10.0,4,1.92,unknown
36317540,3bed/3bath w/ Sound and City views from rooftop!,https://a0.muscache.com/im/pictures/d0eed089-3b5a-46a6-97a1-980478a86489.jpg?aki_policy=large,49754857,Jackson,2015-11-23,within an hour,100%,6.0,Delridge,Seattle,WA,98106,47.56535,-122.36442,Townhouse,Entire home/apt,8,3.5,3.0,3.0,unknown,350,unknown,unknown,300.0,175.0,6,27,1125,100.0,10.0,10.0,10.0,10.0,6,1.0,unknown
36337491,Granny's Spectacular View Estate,https://a0.muscache.com/im/pictures/5a03f6f3-5102-44f5-82fa-037e747db3d0.jpg?aki_policy=large,273263578,Danielle,2019-07-03,within an hour,100%,0.0,West Seattle,Seattle,WA,98126,47.58355,-122.37905,House,Entire home/apt,8,2.5,4.0,5.0,unknown,350,unknown,unknown,0.0,175.0,8,2,30,100.0,10.0,10.0,10.0,10.0,1,3.0,unknown
36343415,1 Bedroom Seattle Coastal Oasis,https://a0.muscache.com/im/pictures/a2966a33-3579-40ef-8aae-910fda233940.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98101,47.60879,-122.34568999999999,Condominium,Entire home/apt,4,1.0,1.0,1.0,unknown,300,unknown,unknown,1500.0,105.0,1,2,180,100.0,8.0,8.0,10.0,8.0,53,1.0,unknown
36351192,Northwest Suite★kitchen+parking+light rail+WD ✅,https://a0.muscache.com/im/pictures/b06432b2-f440-4241-8da2-fc2d3cec54f8.jpg?aki_policy=large,273352654,Curtis And Thao,2019-07-03,within an hour,100%,0.0,Rainier Valley,Seattle,WA,98144,47.573209999999996,-122.28803,House,Entire home/apt,4,1.0,1.0,2.0,unknown,100,unknown,unknown,0.0,80.0,2,1,1125,98.0,9.0,10.0,9.0,9.0,1,5.08,unknown
36381464,Stylish 1 BR Condo Blocks from Space Needle,https://a0.muscache.com/im/pictures/b8e476fe-8cfc-4cb3-9027-d275b53d5e47.jpg?aki_policy=large,55568776,Jim,2016-01-21,within an hour,100%,1.0,Downtown,Seattle,WA,98121,47.61716,-122.3475,Condominium,Entire home/apt,3,1.0,1.0,2.0,unknown,139,unknown,unknown,100.0,65.0,1,1,60,100.0,10.0,10.0,10.0,10.0,1,6.16,unknown
36382080,Cute Craftsman in Phinney,https://a0.muscache.com/im/pictures/5d3f3fbd-25ea-4b6d-b5b4-d75454e30935.jpg?aki_policy=large,3381564,Toby,2012-08-26,within a few hours,100%,1.0,Other neighborhoods,Seattle,WA,98117,47.68016,-122.36384,House,Entire home/apt,3,2.0,2.0,2.0,unknown,95,unknown,unknown,0.0,60.0,1,2,1125,100.0,10.0,10.0,10.0,10.0,1,2.61,unknown
36386028,Taylor Swift room,https://a0.muscache.com/im/pictures/04d938ff-bf35-4a63-879e-51e7c094b976.jpg?aki_policy=large,85076667,Sabrina & Perry,2016-07-21,within an hour,100%,8.0,Other neighborhoods,Seattle,WA,98103,47.66363,-122.3535,House,Shared room,2,2.0,1.0,2.0,unknown,69,unknown,unknown,5000.0,20.0,1,1,60,100.0,10.0,10.0,10.0,10.0,7,0.79,unknown
